id,adjusted,age,bmi,cohort1,cohort2,cohort3,cohort4,endurancecat,endurancespeed,female,footwear,group,injury,k5_d,k5_di,k5_ti,k5_ti_adj,k5_tr,k10_d,k10_di,k10_ti,k10_ti_adj,k10_tr,m5_d,m5_di,m5_ti,m5_ti_adj,m5_tr,m10_d,m10_di,m10_ti,m10_ti_adj,m10_tr,mh_d,mh_di,mh_ti,mh_ti_adj,mh_tr,mf_d,mf_di,mf_ti,mf_ti_adj,mf_tr,max,sprint,tempo,typical,model1_time,model2_time
1779,1,34,23.67722511,1,1,,,1,1,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6227,6227,2,42195,3,13028,13028,1,55,0,1,40,,
1780,1,33,20.321558,1,,,,1,2,0,2,1,1,,,,,,10000,3,2650,2650,4,,,,,,,,,,,,,,,,42195,4,13450,13628.11035,2,50,0,0,25,,
1781,1,35,22.60793114,1,,1,,3,7,0,1,1,1,5000,2,998,975.9976196,2,10000,3,2065,2065,2,,,,,,,,,,,,,,,,42195,4,9335,9420.451172,1,72,1,1,60,,
1782,1,23,22.19460106,,,,,3,6,1,2,2,2,5000,3,1285,1285,2,,,,,,,,,,,,,,,,21097.5,3,6360,6360,3,,,,,,36,0,1,30,,
1783,1,48,27.98867416,,,,,1,2,0,2,3,2,,,,,,,,,,,,,,,,16090,2,6133,5901.149414,2,21097.5,4,7820,8114.242676,1,,,,,,22,0,1,18,,
1784,1,56,25.95398712,,,,,2,3,0,2,1,1,,,,,,10000,3,3100,3100,2,,,,,,16090,4,4864,5072.242188,1,21097.5,3,6691,6691,1,,,,,,28,1,1,20,,
1785,1,26,19.79558945,1,1,1,1,2,3,1,2,2,1,,,,,,,,,,,,,,,,16090,4,4483,4659.305176,2,21097.5,2,6101,6042.294922,2,42195,2,13523,13458.02051,2,48,1,1,40,,
1786,1,28,34.2265625,,,,,2,3,1,2,2,1,5000,2,3679,3396.720215,3,10000,3,7085,7085,3,,,,,,,,,,,,,,,,,,,,,50,0,0,30,,
1787,1,30,27.21805,,,,,1,2,0,1,2,1,5000,4,1246,1253.428223,1,10000,4,2761,2821.822998,1,,,,,,,,,,,21097.5,3,6530,6530,2,,,,,,10,0,1,15,,
1788,1,25,21.70465088,,,,,2,4,1,1,3,1,,,,,,10000,4,3665,3772.950928,3,,,,,,16090,4,6005,6325.620605,3,,,,,,,,,,,16,0,0,14,,
1789,1,40,25.37774658,1,1,,,3,7,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,5790,5737.101563,2,42195,4,11691,11825.33594,2,55,1,1,45,,
1790,1,41,22.90478325,1,,,,2,4,1,2,1,1,5000,4,1382,1391.144287,2,,,,,,,,,,,,,,,,,,,,,42195,2,14940,14860.72852,2,35,1,0,30,,
1791,1,35,22.9631958,,,,,2,4,0,2,2,1,,,,,,10000,4,2418,2464.522217,1,,,,,,,,,,,21097.5,4,5397,5535.536133,1,,,,,,65,1,1,60,,
1792,1,37,26.54595947,,,,,2,3,0,2,2,1,5000,4,1218,1225.097168,1,,,,,,,,,,,,,,,,21097.5,4,6002,6173.831055,1,,,,,,25,1,1,22,,
1793,1,30,21.38588142,,,,,2,3,1,2,2,3,5000,3,2100,2100,2,10000,4,3720,3831.264404,2,,,,,,,,,,,21097.5,4,7620,7899.115723,3,,,,,,45,1,1,35,,
1794,1,41,29.296875,,,,,1,1,1,2,1,1,5000,2,2220,2113.990234,3,10000,3,4128,4128,2,,,,,,,,,,,21097.5,4,8931,9316.851563,2,,,,,,13,0,0,17,,
1795,1,29,24.52615929,1,1,1,1,2,3,0,2,3,2,5000,3,1300,1300,2,,,,,,,,,,,,,,,,21097.5,4,6020,6192.87793,1,42195,2,14761,14683.61133,2,45,1,1,27,232.1130981,229.8383331
1796,1,47,29.56904411,,,,,2,4,0,3,3,1,5000,3,1540,1540,3,10000,2,3350,3322.665283,4,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
1797,1,38,23.20066833,,,,,2,5,0,1,2,1,5000,3,1127,1127,2,,,,,,8045,2,1891,1843.779785,2,,,,,,,,,,,,,,,,45,0,1,40,,
1798,1,25,24.83564568,,,,,3,8,0,1,2,1,5000,3,1026,1026,1,10000,4,2198,2236.374512,2,,,,,,16090,4,3816,3943.002197,2,,,,,,,,,,,28,1,1,12,,
1799,1,34,20.58569527,1,1,1,1,2,3,0,2,3,1,,,,,,10000,2,2520,2504.500977,1,,,,,,,,,,,21097.5,3,6480,6480,2,42195,2,14280,14207.56055,2,45,0,1,30,240.0513611,232.4272614
1800,1,35,22.33406639,,,,,2,5,0,2,1,1,5000,4,1045,1050.219849,1,10000,2,2196,2184.220947,1,,,,,,,,,,,21097.5,3,4733,4733,1,,,,,,62,1,1,55,,
1801,1,46,22.17678452,1,1,1,1,3,6,0,3,1,1,,,,,,10000,4,2497,2546.643066,1,,,,,,,,,,,21097.5,2,5860,5805.820801,2,42195,2,12702,12644.65332,2,37,0,0,27,,
1802,1,33,21.49645615,1,1,1,1,2,3,0,2,1,1,5000,2,1065,1039.981323,1,,,,,,,,,,,,,,,,21097.5,3,4722,4722,1,42195,2,10527,10487.58105,1,52,0,1,45,,
1803,1,25,22.19460106,1,1,1,1,2,3,1,1,2,1,5000,2,1236,1202.428711,2,,,,,,,,,,,,,,,,21097.5,2,5728,5676.223145,1,42195,3,12495,12495,1,38,1,1,30,,
1804,1,34,22.53944397,1,1,1,1,2,3,0,2,1,1,5000,2,1138,1109.479858,2,,,,,,,,,,,,,,,,21097.5,3,5177,5177,2,42195,2,11225,11180.19141,2,43,1,1,30,,
1805,1,34,21.74523163,1,1,1,1,2,4,1,2,1,2,5000,2,1360,1319.465332,2,,,,,,,,,,,,,,,,21097.5,3,6193,6193,2,42195,3,14050,14050,2,50,1,1,45,,
1806,1,35,30.5534687,1,1,1,1,1,2,0,2,1,2,5000,4,1408,1417.492798,3,,,,,,,,,,,,,,,,21097.5,2,7440,7352.882813,4,42195,3,14264,14264,2,17,0,0,30,,
1807,1,45,25.24751663,1,,,,2,4,0,2,1,1,5000,3,1226,1226,2,,,,,,,,,,,,,,,,,,,,,42195,2,12882,12823.02051,1,40,1,1,35,,
1808,1,32,22.19567108,1,,,,1,2,0,1,2,1,5000,3,1073,1073,1,,,,,,,,,,,,,,,,,,,,,42195,2,10764,10722.79004,1,102,1,1,68,,
1809,1,36,23.16774559,1,1,,,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,7083,7003.998535,1,42195,2,17101,16997.2168,2,60,1,1,40,,
1810,1,67,26.71614075,,,,,2,4,0,2,2,1,5000,3,1923,1922.999878,3,10000,4,3639,3745.402588,3,,,,,,,,,,,21097.5,3,9125,9125,3,,,,,,25,0,0,20,,
1811,1,36,25.6369915,1,1,1,1,2,3,0,2,2,2,,,,,,10000,2,2509,2493.635254,2,,,,,,,,,,,21097.5,3,5510,5510,2,42195,4,11580,11711.7832,1,55,0,1,40,,
1812,1,32,23.30609322,1,,1,,2,4,0,1,2,2,5000,2,1225,1192.015625,1,,,,,,,,,,,16090,2,4711,4572.989258,1,,,,,,42195,3,15310,15310,1,48,1,1,40,,
1813,1,35,24.37873268,1,1,1,1,1,1,1,2,1,2,,,,,,10000,2,3699,3665.701416,2,,,,,,,,,,,21097.5,3,8708,8708,1,42195,2,21290,21129.38281,2,37,1,0,32,,
1814,1,24,21.81818199,,,,,2,3,0,2,2,1,,,,,,10000,4,2910,2977.645264,2,,,,,,,,,,,21097.5,3,6360,6360,2,,,,,,35,0,1,25,,
1815,1,25,25.95155525,,,,,3,8,0,2,1,1,5000,2,1320,1281.781128,3,,,,,,8045,2,2190,2126.915527,2,,,,,,,,,,,,,,,,15,0,0,10,,
1816,1,35,24.48979568,,,,,2,4,0,2,3,1,5000,3,1185,1185,2,,,,,,,,,,,,,,,,21097.5,4,5736,5892.73877,1,,,,,,15,0,0,12,,
1817,1,29,24.0420742,,,,,3,6,1,1,3,1,5000,2,1749,1682.527588,4,10000,3,3246,3246,2,,,,,,,,,,,,,,,,,,,,,15,0,0,12,,
1818,1,39,22.44668961,1,,,,1,2,0,2,3,3,5000,3,1324,1324,4,,,,,,,,,,,,,,,,21097.5,5,6010,,3,42195,3,14161,14161,2,50,0,0,45,223.1502838,
1819,1,32,23.78989792,1,,,,2,4,0,2,3,1,5000,4,1116,1121.955322,1,,,,,,,,,,,,,,,,,,,,,42195,2,11384,11337.91504,1,75,1,1,50,191.6106873,
1820,1,28,17.5306797,1,,,,2,3,1,1,1,2,,,,,,,,,,,8045,4,2040,2123.457031,3,,,,,,,,,,,42195,3,12180,12180,2,60,0,0,50,,
1821,1,26,23.97016907,,,,,2,3,1,2,2,1,5000,1,1644,,2,10000,2,3349,3321.681396,2,,,,,,,,,,,21097.5,2,7326,7241.51709,2,,,,,,33,1,0,25,,
1822,1,35,24.04452515,,,,,3,8,0,2,2,1,,,,,,10000,3,3282,3282,2,8045,3,2530,2530,2,,,,,,21097.5,3,7929,7929,3,,,,,,15,0,0,10,,
1823,1,43,21.51694489,,,,,2,3,1,2,1,1,,,,,,10000,2,4080,4039.525879,3,,,,,,,,,,,21097.5,2,8220,8113.789551,2,,,,,,17,0,0,15,,
1824,1,41,22.9631958,,,,,2,5,0,2,2,1,5000,2,1178,1147.466675,1,,,,,,,,,,,,,,,,21097.5,4,5403,5541.848145,2,,,,,,26,1,1,20,,
1825,1,30,20.13211632,,,,,2,4,1,2,2,1,,,,,,10000,3,2922,2922,2,,,,,,,,,,,21097.5,4,7057,7295.748535,2,,,,,,26,1,1,17,,
1826,1,32,21.21212006,,,,,2,4,1,2,3,1,5000,3,1365,1365,2,,,,,,,,,,,,,,,,21097.5,2,6528,6460.834961,2,,,,,,35,1,1,30,,
1827,1,27,25.74573708,1,,,,2,3,0,1,1,1,,,,,,,,,,,8045,4,1785,1848.571777,2,,,,,,,,,,,42195,4,11058,11178.1084,2,45,1,1,25,,
1828,1,35,22.8571434,,,,,1,2,0,2,1,1,,,,,,10000,3,2418,2418,2,8045,3,1973,1972.999878,2,,,,,,,,,,,,,,,,30,1,1,30,,
1829,1,24,20.77922058,1,1,1,1,2,4,0,2,3,2,,,,,,,,,,,8045,2,1735,1695.167236,1,,,,,,21097.5,2,4860,4822.675781,2,42195,2,11951,11900.2207,3,50,1,1,40,181.282608,176.7197113
1830,1,24,20.77922058,1,1,,,2,4,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5000,5000,3,42195,4,10448,10555.15918,1,55,1,1,40,187.2079926,
1831,1,18,20.20201874,,,,,1,2,1,2,3,1,5000,4,1169,1175.536011,1,10000,4,2778,2839.58252,2,,,,,,,,,,,,,,,,,,,,,48,1,1,45,,
1832,1,41,24.37873268,1,1,,,2,3,0,2,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6872,6872,1,42195,4,14130,14326.70605,2,21,0,1,30,,
1833,1,28,20.9185257,1,1,1,1,3,7,0,1,1,2,5000,3,1089,1089,1,,,,,,,,,,,,,,,,21097.5,3,5054,5053.999512,1,42195,2,10717,10676.14746,1,63,1,0,55,,
1834,1,30,21.53769112,1,1,1,1,1,2,1,2,2,1,,,,,,10000,2,2595,2578.567627,2,,,,,,,,,,,21097.5,3,5647,5647,2,42195,4,12499,12652.66992,2,47,1,1,35,,
1835,1,28,27.4971962,,,,,2,5,0,1,1,1,5000,2,1180,1149.364258,2,10000,2,2622,2605.224854,2,,,,,,,,,,,21097.5,4,5946,6114.594238,3,,,,,,30,0,1,25,,
1836,1,40,24.48979568,,,,,2,4,0,2,1,1,5000,3,1338,1338,2,,,,,,,,,,,,,,,,21097.5,3,6562,6562,2,,,,,,23,0,0,20,,
1837,1,45,23.49176788,1,1,,,2,3,0,2,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,3,6930,6930,2,42195,2,19200,19069.27539,2,40,1,1,35,,
1838,1,30,25.95155525,,,,,1,2,1,2,2,1,5000,4,1875,1891.871826,1,,,,,,,,,,,16090,4,4256,4414.586914,2,,,,,,,,,,,12,0,0,10,,
1839,1,50,29.57566071,,,,,1,2,0,2,2,1,,,,,,,,,,,,,,,,16090,4,6319,6675.021484,1,21097.5,2,8862,8738.674805,1,,,,,,32,1,1,20,,
1840,1,46,19.47665596,,,,,2,3,0,2,3,1,5000,4,1042,1047.189941,2,10000,2,2214,2202.027588,2,,,,,,,,,,,,,,,,,,,,,60,1,1,45,,
1841,1,30,29.09090996,,,,,2,5,0,2,3,1,5000,3,1490,1490,2,10000,4,3397,3489.54126,2,,,,,,,,,,,21097.5,3,7707,7707,2,,,,,,24,1,1,18,,
1842,1,61,23.94003868,,,,,2,4,0,2,2,1,5000,3,1470,1470,1,,,,,,,,,,,,,,,,21097.5,2,7380,7294.274414,1,,,,,,35,1,1,25,,
1843,1,38,25.23191071,1,,,,2,5,0,1,2,2,,,,,,10000,3,2340,2340,1,,,,,,,,,,,,,,,,42195,4,11380,11507.24609,1,61,0,0,40,,
1844,1,39,20.77922058,,,,,2,4,0,2,3,1,5000,4,1020,1024.972534,2,10000,3,2100,2100,2,,,,,,,,,,,21097.5,3,4620,4620,2,,,,,,75,1,1,55,,
1845,1,49,24.13549423,,,,,3,8,0,2,1,2,,,,,,10000,4,2363,2407.4104,2,,,,,,16090,3,4187,4187,2,21097.5,4,5326,5460.869629,2,,,,,,31,1,1,25,,
1846,1,60,22.66431808,,,,,2,3,0,1,2,1,5000,3,2140,2140,2,10000,4,3551,3652.24707,2,,,,,,,,,,,,,,,,,,,,,10,0,0,8,,
1848,1,29,17.86459732,1,1,1,1,3,6,1,2,2,1,5000,2,1247,1212.836792,2,,,,,,,,,,,,,,,,21097.5,4,5868,6032.13916,2,42195,2,14238,14165.98535,2,50,1,1,40,,
1849,1,44,25.6369915,,,,,2,3,0,2,1,2,5000,3,1218,1218,2,10000,2,2470,2455.10791,2,,,,,,,,,,,21097.5,2,5622,5572.113281,2,,,,,,50,0,0,30,,
1850,1,32,22.80591202,,,,,2,3,1,2,3,2,,,,,,,,,,,,,,,,16090,2,4811,4667.157715,2,21097.5,3,6840,6840,2,,,,,,21,0,0,20,,
1851,1,40,25.52073479,,,,,1,2,0,2,1,1,,,,,,10000,4,2760,2820.77832,2,,,,,,,,,,,21097.5,4,6540,6744.541504,2,,,,,,11,0,0,20,,
1852,1,32,23.70815659,1,1,1,1,3,7,0,2,3,3,5000,2,1089,1062.854858,2,,,,,,,,,,,,,,,,21097.5,3,4808,4808,3,42195,3,10604,10604,4,40,1,1,15,188.5755768,181.618927
1853,1,32,21.75764084,1,1,1,1,2,4,1,2,2,2,,,,,,,,,,,8045,3,2048,2048,1,,,,,,21097.5,4,5657,5809.394043,1,42195,3,12338,12338,1,45,1,1,38,,
1854,1,34,18.36547279,1,,,,2,5,1,2,3,3,5000,4,1096,1101.743286,2,,,,,,,,,,,,,,,,,,,,,42195,3,11040,11040,1,70,1,1,55,186.9936676,
1855,1,28,21.59191895,1,1,,,2,4,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,5568,5519.062988,1,42195,4,12180,12325.87988,1,57,1,1,47,201.6534882,
1856,1,37,19.86567116,1,1,,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5440,5440,2,42195,3,11426,11426,1,60,1,1,40,,
1857,1,21,21.83592224,,,,,2,3,0,2,3,1,5000,3,1192,1191.999878,2,,,,,,8045,2,2001,1948.203003,2,,,,,,,,,,,,,,,,25,0,0,18,,
1858,1,35,22.17678452,1,1,1,1,3,6,0,2,3,1,,,,,,,,,,,,,,,,16090,2,3726,3639.135986,2,21097.5,4,4808,4917.641113,1,42195,3,10994,10994,2,65,1,1,50,181.4051208,177.6625366
1859,1,33,25.82033348,1,1,,,2,3,0,2,3,1,5000,1,1253,,1,,,,,,,,,,,,,,,,21097.5,3,5355,5355,1,42195,3,12581,12581,2,18,0,0,35,200.7553558,
1860,1,31,21.15354919,1,1,1,1,2,5,0,2,1,1,,,,,,,,,,,,,,,,16090,3,3509,3509,2,21097.5,3,4501,4501,1,42195,3,10391,10391,1,85,1,1,70,,
1861,1,43,25.95398712,1,1,1,1,2,3,0,2,1,1,5000,4,1210,1217.004028,2,,,,,,,,,,,,,,,,21097.5,4,6180,6362.328613,2,42195,3,14820,14820,2,65,0,0,40,,
1862,1,35,19.07708359,,,,,2,3,1,2,2,1,5000,2,1333,1294.035767,2,,,,,,8045,3,2213,2213,2,,,,,,21097.5,3,6116,6116,2,,,,,,60,1,0,50,,
1863,1,26,25.16318321,1,1,1,1,3,6,1,2,1,2,,,,,,10000,4,2698,2756.049805,3,,,,,,,,,,,21097.5,3,5731,5731,1,42195,3,11744,11744,1,48,1,1,35,,
1864,1,35,24.37873268,,,,,2,3,0,1,2,1,5000,4,890,893.7834473,1,10000,3,1879,1878.999878,1,8045,4,1500,1544.638428,1,,,,,,,,,,,,,,,,70,1,1,60,,
1865,1,44,23.08344269,1,1,,,2,4,0,1,2,1,,,,,,,,,,,,,,,,16090,1,4716,,1,21097.5,3,5938,5938,1,42195,2,12798,12739.78613,1,52,1,1,40,,
1866,1,24,17.87248611,1,,,,3,8,0,2,1,1,,,,,,,,,,,8045,2,1721,1681.800293,2,,,,,,,,,,,42195,3,10577,10577,2,75,1,1,60,,
1867,1,45,25.68033028,,,,,2,5,0,2,2,1,5000,4,1430,1439.792725,3,,,,,,,,,,,,,,,,21097.5,3,6918,6918,2,,,,,,25,0,0,20,,
1868,1,28,25.89955521,,,,,2,3,0,2,3,1,,,,,,,,,,,,,,,,16090,4,3728,3849.119141,1,21097.5,2,5105,5063.833496,2,,,,,,90,0,1,70,,
1869,1,36,26.61252975,1,1,1,1,3,8,0,1,2,1,5000,4,1188,1194.750854,3,,,,,,,,,,,,,,,,21097.5,3,5520,5520,1,42195,2,13560,13494.66504,2,20,0,0,10,,
1870,1,29,21.68908119,1,1,,,2,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,6246,6432.302734,1,42195,2,14004,13934.32715,1,40,1,1,35,,
1871,1,42,25.92195129,,,,,1,1,0,2,1,1,5000,2,1314,1276.122803,4,,,,,,,,,,,,,,,,21097.5,3,5783,5783,2,,,,,,50,1,1,35,,
1872,1,27,22.01950264,1,,1,,1,2,0,2,3,2,5000,4,1159,1165.424316,2,10000,3,2504,2504,2,,,,,,,,,,,,,,,,42195,3,12312,12312,1,60,1,1,40,205.8204651,212.9789734
1873,1,64,27.03786278,,,,,2,3,0,2,3,2,,,,,,10000,2,2898,2877.52124,2,8045,3,2441,2441,2,,,,,,21097.5,4,6811,7033.131836,1,,,,,,32,1,1,25,,
1874,1,53,22.41249084,1,,1,,2,5,0,2,2,1,5000,3,1289,1289,1,10000,4,2694,2751.875977,1,,,,,,,,,,,,,,,,42195,3,13289,13289,1,48,1,1,40,,
1875,1,33,22.44668961,1,,,,2,3,0,2,2,1,5000,4,1125,1131.052002,1,,,,,,,,,,,,,,,,,,,,,42195,4,12480,12633.19922,1,52,0,1,38,,
1876,1,47,22.53944397,,,,,1,1,1,2,1,1,5000,3,1525,1525,2,,,,,,,,,,,,,,,,21097.5,4,7089,7329.955566,1,,,,,,14,0,0,14,,
1877,1,28,18.87998581,,,,,1,2,1,2,3,1,,,,,,10000,3,3496,3496,2,,,,,,,,,,,21097.5,3,8301,8301,2,,,,,,20,0,0,15,,
1878,1,21,21.97979736,1,1,,,1,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5310,5310,1,42195,3,11580,11580,2,50,1,1,35,,
1879,1,40,25.47970772,,,,,2,5,0,2,1,1,5000,2,1386,1343.924561,2,10000,3,2940,2940,2,,,,,,,,,,,21097.5,3,6782,6781.999512,1,,,,,,25,0,0,20,,
1880,1,42,30.54651642,,,,,2,3,0,2,2,3,5000,2,1680,1618.576782,3,10000,2,3300,3273.47168,1,,,,,,,,,,,,,,,,,,,,,20,0,0,15,,
1881,1,29,23.59925842,1,,,,2,3,0,1,2,1,5000,3,1072,1072,2,,,,,,,,,,,,,,,,,,,,,42195,2,10782,10740.65137,1,68,1,1,62,,
1882,1,28,25.23191071,1,1,,,1,2,0,1,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,5490,5633.415039,2,42195,2,12964,12904.26953,2,60,0,0,45,206.0407257,
1883,1,32,31.38913918,1,1,1,1,2,3,0,2,1,1,,,,,,10000,3,2681,2681,1,,,,,,,,,,,21097.5,2,6748,6676.256836,3,42195,2,14896,14817.19336,2,60,1,1,40,,
1884,1,42,23.27775955,,,,,3,7,0,2,1,1,5000,3,1200,1200,2,10000,3,3000,3000,2,,,,,,,,,,,,,,,,,,,,,30,0,0,25,,
1885,1,46,25.96857071,1,1,1,1,1,2,0,2,2,1,,,,,,10000,3,2385,2385,2,,,,,,,,,,,21097.5,2,5356,5310.703125,1,42195,3,11433,11433,1,60,1,1,45,,
1886,1,30,34.2265625,,,,,1,1,1,2,2,2,5000,2,2109,2013.097168,3,,,,,,,,,,,16090,3,7731,7731,4,21097.5,1,10067,,2,,,,,,15,0,0,10,,
1887,1,32,22.0347538,1,,1,,1,2,0,2,1,1,5000,3,1380,1380,2,10000,3,2580,2580,2,,,,,,,,,,,,,,,,42195,4,14460,14666.06836,3,35,0,0,30,,
1888,1,43,22.72727203,,,,,1,2,1,2,2,1,,,,,,10000,3,3109,3109,2,,,,,,,,,,,21097.5,3,8375,8375,2,,,,,,18,1,1,15,,
1889,1,35,19.49451828,,,,,3,7,1,2,2,1,,,,,,,,,,,8045,2,2130,2070.277832,2,,,,,,21097.5,2,6020,5962.835938,2,,,,,,41,1,1,37,,
1890,1,46,18.63626671,,,,,3,7,1,2,2,1,5000,4,1248,1255.452271,2,10000,4,2620,2674.707764,2,,,,,,,,,,,21097.5,4,5804,5964.529297,2,,,,,,35,1,1,30,,
1891,1,32,23.08238602,,,,,2,3,1,2,3,1,5000,3,1839,1839,2,,,,,,,,,,,,,,,,21097.5,3,8123,8123,2,,,,,,21,0,0,16,,
1892,1,30,20.98412895,1,,,,2,3,0,2,2,2,,,,,,,,,,,,,,,,16090,3,4500,4500,2,,,,,,42195,3,13200,13200,2,31,1,1,22,,
1893,1,41,23.67722511,1,1,1,1,2,3,0,2,1,1,5000,4,1192,1198.796509,2,,,,,,,,,,,,,,,,21097.5,3,5628,5628,2,42195,3,15160,15160,2,50,1,0,35,,
1894,1,33,24.50284004,1,1,1,1,2,3,1,2,2,1,5000,4,1470,1480.350342,3,,,,,,,,,,,,,,,,21097.5,4,6745,6962.778809,2,42195,3,14822,14822,2,40,0,0,35,,
1895,1,44,23.74768066,1,1,,,2,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,5580,5580,2,42195,4,11680,11814.08301,1,50,1,1,40,,
1896,1,37,26.27840805,,,,,1,1,1,2,3,2,5000,2,1563,1509.698608,2,,,,,,,,,,,,,,,,21097.5,3,7636,7636,2,42195,1,16382,,2,30,0,0,25,,282.0089111
1897,1,45,21.94683647,,,,,2,4,1,2,1,1,5000,3,1392,1392,2,,,,,,8045,4,2301,2407.737061,2,,,,,,21097.5,4,6977,7210.276855,4,,,,,,32,0,1,30,,
1898,1,35,21.88552284,,,,,4,10,0,2,2,1,5000,3,1134,1134,1,10000,3,2445,2445,1,,,,,,,,,,,,,,,,,,,,,37,1,1,31,,
1899,1,62,23.24191475,,,,,2,3,0,2,2,1,,,,,,10000,3,3972,3972,1,,,,,,16090,3,6635,6635,1,21097.5,3,8857,8857,1,,,,,,33,1,1,31,,
1900,1,27,22.53944397,,,,,2,5,0,2,2,1,5000,2,1395,1352.384766,3,,,,,,8045,2,2430,2352.575684,3,16090,2,5280,5107.249023,3,,,,,,,,,,,10,0,0,10,,
1901,1,35,20.24406624,,,,,1,2,1,2,2,1,5000,2,1580,1525.552979,2,,,,,,,,,,,,,,,,21097.5,2,7003,6925.763184,2,,,,,,24,0,0,22,,
1902,1,35,23.82097435,1,1,,,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,4,7920,8221.961914,3,42195,3,18010,18010,2,40,0,0,25,,
1903,1,24,20.31199646,,,,,2,4,1,1,1,1,5000,3,1424,1424,2,10000,3,3268,3268,2,,,,,,,,,,,,,,,,,,,,,6,0,1,10,,
1904,1,29,26.98600197,,,,,1,1,0,2,1,1,5000,4,1425,1434.724243,1,10000,3,3330,3329.999756,1,,,,,,,,,,,,,,,,,,,,,12,0,0,8,,
1905,1,31,23.87511635,,,,,2,4,1,2,3,2,5000,3,2122,2122,3,10000,4,4942,5140.318848,3,,,,,,,,,,,,,,,,,,,,,15.10999966,1,0,5,,
1906,1,34,25.53605843,1,1,1,1,1,2,0,2,3,2,5000,3,1190,1190,3,,,,,,,,,,,,,,,,21097.5,4,5460,5601.831543,2,42195,3,12900,12900,2,55,1,0,45,205.0368958,204.5557251
1907,1,23,22.13603401,,,,,2,5,1,2,2,2,5000,2,1600,1544.190186,2,10000,4,3594,3697.749756,4,,,,,,,,,,,,,,,,,,,,,8.699999809,0,1,7.5,,
1908,1,31,28.2599144,,,,,3,7,0,1,3,2,,,,,,10000,2,2898,2877.52124,2,,,,,,,,,,,21097.5,3,6126,6126,2,,,,,,30,0,0,25,,
1909,1,52,22.28657722,,,,,2,3,0,2,1,1,,,,,,10000,3,3489,3489,2,,,,,,16090,3,5820,5820,2,,,,,,,,,,,10,0,0,9,,
1910,1,35,23.00556564,,,,,1,1,1,2,2,2,,,,,,10000,4,3997,4125.738281,4,,,,,,,,,,,21097.5,2,8806,8684.21875,4,,,,,,8,0,0,12,,
1911,1,31,23.80480194,1,,1,,3,7,1,2,3,1,5000,3,1418,1418,2,10000,2,2954,2932.725098,1,,,,,,,,,,,,,,,,42195,3,14329,14329,1,62,1,1,50,231.1391602,249.0810242
1912,1,29,21.87164688,,,,,2,4,1,2,1,1,5000,2,1860,1785.003296,2,,,,,,8045,4,3218,3430.695313,2,,,,,,,,,,,,,,,,14,0,0,12,,
1913,1,45,23.87511635,1,,,,2,4,0,2,3,2,,,,,,10000,3,2565,2565,1,,,,,,,,,,,,,,,,42195,3,12007,12007,1,55,1,1,50,206.2489624,
1914,1,30,26.71614075,,,,,3,6,0,2,1,1,,,,,,10000,2,2910,2889.351807,2,,,,,,,,,,,21097.5,4,6660,6872.238281,1,,,,,,26,1,1,20,,
1915,1,28,22.93917274,1,1,1,1,2,5,0,2,1,1,5000,4,1236,1243.309082,1,,,,,,,,,,,,,,,,21097.5,3,6542,6542,3,42195,3,15960,15960,2,40,0,1,30,,
1916,1,36,23.23232269,,,,,2,3,1,2,1,1,5000,4,1468,1478.322021,1,,,,,,8045,3,2534,2534,2,,,,,,21097.5,4,3580,3640.434814,2,,,,,,5,0,0,20,,
1917,1,25,23.64960861,1,1,1,1,2,3,1,1,2,1,5000,4,1240,1247.356567,2,,,,,,,,,,,,,,,,21097.5,2,5840,5786.188477,3,42195,2,12355,12300.7373,2,65,1,1,50,,
1918,1,25,23.88304138,,,,,1,1,0,2,3,1,5000,4,1530,1541.215698,2,,,,,,,,,,,,,,,,21097.5,2,7890,7792.094727,2,42195,1,21915,,2,35,0,1,30,,286.3848267
1919,1,35,23.24191475,1,,1,,2,3,0,2,1,1,5000,4,1230,1237.238159,2,10000,3,3540,3540,3,,,,,,,,,,,,,,,,42195,4,13260,13433.08008,1,50,0,0,30,,
1920,1,30,22.91344261,,,,,2,3,0,2,2,1,,,,,,10000,2,2802,2782.851074,2,,,,,,16090,2,4590,4458.88916,2,21097.5,2,6345,6281.529785,2,,,,,,25,0,1,20,,
1921,1,47,18.939394,,,,,2,5,1,1,1,1,5000,3,1740,1740,4,10000,4,3360,3450.509521,3,,,,,,,,,,,,,,,,,,,,,15,0,0,15,,
