id,adjusted,age,bmi,cohort1,cohort2,cohort3,cohort4,endurancecat,endurancespeed,female,footwear,group,injury,k5_d,k5_di,k5_ti,k5_ti_adj,k5_tr,k10_d,k10_di,k10_ti,k10_ti_adj,k10_tr,m5_d,m5_di,m5_ti,m5_ti_adj,m5_tr,m10_d,m10_di,m10_ti,m10_ti_adj,m10_tr,mh_d,mh_di,mh_ti,mh_ti_adj,mh_tr,mf_d,mf_di,mf_ti,mf_ti_adj,mf_tr,max,sprint,tempo,typical,model1_time,model2_time
1017,1,29,23.97016907,,,,,1,2,1,2,3,1,5000,4,1740,1754.520264,2,,,,,,,,,,,,,,,,21097.5,3,7955,7955,2,,,,,,25,1,0,15,,
1018,1,35,22.68170738,,,,,1,2,1,2,2,3,,,,,,10000,3,3562,3561.999756,1,,,,,,16090,3,6659,6658.999512,3,21097.5,3,9321,9321,4,,,,,,20,0,0,15,,
1019,1,39,29.58952522,,,,,3,6,0,1,2,1,,,,,,,,,,,8045,3,1440,1440,2,16090,2,5220,5051.089844,3,21097.5,2,6840,6766.29834,2,,,,,,36,0,0,30,,
1020,1,39,25.47970772,,,,,1,2,1,2,2,2,,,,,,,,,,,,,,,,16090,3,6201,6201,3,21097.5,3,8460,8460,4,,,,,,18,0,0,14,,
1021,1,47,23.20066833,1,,1,,2,3,0,2,2,2,5000,2,1180,1149.364258,2,,,,,,8045,3,2010,2010,2,,,,,,,,,,,42195,3,12840,12840,2,3,1,1,25,,
1022,1,35,25.23191071,,,,,2,4,0,2,2,1,5000,2,1250,1215.674438,3,10000,2,2862,2842.025146,3,,,,,,,,,,,,,,,,,,,,,6,0,0,15,,
1023,1,20,23.64960861,,,,,2,3,1,2,3,1,5000,2,1875,1798.813599,2,10000,3,3691,3691,1,,,,,,,,,,,,,,,,,,,,,20,0,0,10,,
1024,1,34,21.51694489,,,,,2,3,1,2,1,1,5000,3,1879,1878.999878,2,10000,2,4310,4264.859375,2,,,,,,,,,,,21097.5,4,9019,9412.660156,2,,,,,,20,0,0,15,,
1025,1,53,22.82828331,,,,,2,5,1,2,3,1,5000,3,1815,1815.000122,2,,,,,,,,,,,,,,,,21097.5,4,9138,9542.349609,2,,,,,,17,0,1,11,,
1026,1,43,20.86985588,1,1,,,2,4,1,1,2,2,,,,,,,,,,,,,,,,,,,,,21097.5,4,7813,8106.706543,2,42195,2,17927,17812.98242,1,38.5,1,1,30,,
1027,1,39,29.0236969,,,,,2,3,0,2,2,1,,,,,,,,,,,,,,,,16090,3,5100,5100,2,21097.5,3,6620,6620,2,,,,,,20,0,0,14,,
1028,1,37,23.67722511,,,,,2,5,0,2,3,3,5000,4,1025,1030.021484,2,,,,,,8045,4,1780,1843.209961,2,,,,,,21097.5,4,4771,4878.940918,1,,,,,,72,1,1,50,,
1029,1,43,22.80591202,1,1,,,1,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,5269,5400.962402,1,42195,4,11510,11640.18652,1,55,1,1,35,,
1030,1,44,31.16883087,1,1,,,1,1,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,6605,6813.691895,2,42195,3,14942,14942.00098,2,45,1,0,30,250.8568726,
1031,1,35,22.01950264,1,1,,,2,4,1,2,1,2,,,,,,,,,,,,,,,,16090,1,6855,,2,21097.5,2,6450,6384.422363,2,42195,4,13090,13258.64258,2,38,1,1,28,,
1032,1,38,19.24001694,1,,,,1,2,1,2,1,1,,,,,,10000,2,2850,2830.19165,1,,,,,,,,,,,,,,,,42195,4,14107,14303.06152,1,55,1,1,40,,
1033,1,49,23.37423897,,,,,2,3,0,2,3,1,,,,,,10000,4,3326,3414.663086,1,8045,4,2847,3012.220459,3,,,,,,,,,,,,,,,,18,1,1,15,,
1034,1,31,23.00556564,1,,,,3,7,0,2,2,2,5000,3,1229,1229,2,,,,,,,,,,,,,,,,,,,,,42195,2,14314,14241.2168,2,55,1,1,45,,
1035,1,23,21.51694489,1,,1,,1,1,1,2,3,1,5000,3,1171,1171,2,,,,,,8045,4,1870,1939.889038,2,,,,,,,,,,,42195,4,10991,11109.65039,1,73,1,1,65,192.9007568,202.4264221
1036,1,35,19.64085388,1,,,,1,2,0,2,2,1,,,,,,10000,4,2716,2774.835205,1,,,,,,,,,,,,,,,,42195,3,13111,13111,1,52,1,1,40,,
1037,1,34,20.89263725,1,,,,2,5,1,1,2,1,5000,3,1253,1253,1,,,,,,,,,,,,,,,,21097.5,1,5479,,1,42195,4,11880,12018.74121,1,45,0,1,35,,
1038,1,53,27.22624207,,,,,2,3,0,2,1,1,,,,,,,,,,,,,,,,16090,2,4386,4266.132324,2,21097.5,2,5923,5867.654785,2,,,,,,45,1,1,35,,
1039,1,32,21.87164688,1,1,1,1,1,2,1,2,2,2,,,,,,10000,3,3000,3000,2,,,,,,,,,,,21097.5,3,6210,6210,2,42195,2,12700,12642.67188,1,70,1,1,45,,
1040,1,46,25.21212006,1,1,1,1,2,3,0,2,2,2,,,,,,10000,4,2820,2883.480225,2,,,,,,,,,,,21097.5,3,6600,6600,3,42195,2,13320,13256.95117,1,42,1,0,30,,
1041,1,27,21.06158638,1,,1,,2,3,0,2,3,3,5000,3,1102,1102,2,,,,,,8045,3,1827,1826.999878,3,,,,,,,,,,,42195,4,10905,11021.79004,2,55,0,1,35,193.0675659,204.3594666
1042,1,57,35.36498642,,,,,2,4,1,2,3,1,5000,3,2700,2700,3,,,,,,8045,2,4680,4401.047852,3,,,,,,,,,,,,,,,,6,0,0,15,,
1043,1,35,24.85795403,,,,,3,6,0,1,2,2,5000,2,1053,1028.5354,2,10000,2,2210,2198.070557,2,,,,,,,,,,,21097.5,3,4980,4980,2,,,,,,10,1,1,35,,
1044,1,24,21.74523163,1,,,,2,4,0,2,2,3,,,,,,10000,3,2417,2417,3,,,,,,,,,,,,,,,,42195,2,11520,11472.80957,2,45,1,1,40,,
1045,1,35,24.48979568,,,,,2,3,0,2,3,2,5000,3,1440,1440,3,,,,,,,,,,,,,,,,21097.5,2,7080,7001.064941,2,,,,,,25,0,0,20,,
1046,1,50,25.74573708,,,,,1,1,1,2,3,1,5000,4,1647,1660.003906,1,10000,4,3298,3385.156738,1,,,,,,,,,,,21097.5,3,8604,8604,1,,,,,,22,1,0,21,,
1047,1,43,20.63079834,1,,1,,1,2,0,1,1,1,5000,4,1141,1147.22583,1,10000,4,2340,2383.542236,1,,,,,,,,,,,,,,,,42195,3,11363,11363,1,48,1,0,40,,
1048,1,37,25.04382706,,,,,3,8,0,1,1,1,5000,4,1303,1311.12561,1,,,,,,8045,3,2152,2152,2,16090,2,4742,4602.193848,2,,,,,,,,,,,34,1,0,28,,
1049,1,34,23.67722511,1,1,1,1,1,1,1,2,2,1,,,,,,10000,4,3592,3695.632813,1,,,,,,,,,,,21097.5,4,7987,8294.19043,2,42195,3,19516,19516,4,40,1,1,25,,
1050,1,30,26.71614075,1,,1,,1,2,0,2,3,1,5000,4,1234,1241.2854,2,,,,,,,,,,,16090,4,4197,4351.140625,2,,,,,,42195,4,11620,11752.70117,1,30,0,0,23,221.1819153,222.592453
1051,1,38,23.5923233,1,1,,,1,2,0,2,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,3,5460,5460,1,42195,3,12120,12120,1,55,0,1,35,204.2515717,
1052,1,44,22.14966202,,,,,2,3,0,2,3,1,5000,3,1350,1350,2,10000,3,2700,2700,2,,,,,,,,,,,21097.5,2,6300,6237.422363,2,,,,,,14,0,0,35,,
1053,1,25,24.70283508,,,,,1,2,0,2,3,1,5000,2,1500,1450.841309,3,,,,,,,,,,,,,,,,21097.5,2,7790,7694.546387,2,,,,,,25,0,0,20,,
1054,1,51,23.84960938,1,1,1,1,3,6,0,1,3,1,5000,2,1240,1206.214111,2,,,,,,,,,,,,,,,,21097.5,4,5813,5974.034668,2,42195,4,12648,12805.37793,1,58,1,1,35,221.1526794,219.0112305
1055,1,39,23.82097435,,,,,2,4,1,2,3,1,,,,,,,,,,,,,,,,16090,4,6300,6653.824219,2,21097.5,3,8426,8426,2,,,,,,30,0,1,26,,
1056,1,37,23.00556564,,,,,2,5,0,2,2,3,5000,3,1077,1077,1,,,,,,,,,,,,,,,,21097.5,2,4900,4862.061035,1,42195,1,10821,,2,70,1,1,60,,
1057,1,53,22.13324356,,,,,1,2,0,2,2,1,5000,3,1529,1529,3,,,,,,,,,,,,,,,,21097.5,4,6676,6889.274902,1,,,,,,28,1,1,25,,
1058,1,46,23.74768066,1,1,1,1,2,3,0,1,2,2,5000,2,1258,1223.239746,1,,,,,,,,,,,,,,,,21097.5,4,5826,5987.765625,2,42195,4,12930,13094.51953,2,80,1,1,60,,
1059,1,29,29.68460083,,,,,2,4,0,2,3,1,5000,3,1414,1414,2,10000,2,3102,3078.54834,3,,,,,,,,,,,,,,,,,,,,,15,0,0,10,,
1060,1,32,22.80591202,1,1,,,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,2,7682,7589.15918,2,42195,3,15473,15473,1,62,1,1,52,,
1061,1,28,23.06616592,,,,,1,2,1,2,2,1,,,,,,,,,,,8045,3,2651,2651,2,,,,,,21097.5,2,8525,8410.816406,2,,,,,,35,0,1,28,,
1062,1,54,29.26304436,1,1,1,1,2,3,1,2,2,1,5000,3,1680,1680,3,,,,,,,,,,,,,,,,21097.5,2,7080,7001.064941,2,42195,2,15840,15750.91797,2,54,0,1,50,,
1063,1,42,26.74664688,,,,,2,5,1,2,1,3,5000,4,1505,1515.85083,1,,,,,,,,,,,16090,3,5535,5535,1,21097.5,3,7233,7232.999512,2,,,,,,33.31999969,1,1,25,,
1064,1,24,19.47665596,1,1,,,1,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,5406,5545.004395,2,42195,3,12432,12432,2,45,1,1,35,,
1065,1,42,26.74664688,,,,,2,5,1,2,2,3,5000,4,1505,1515.85083,1,,,,,,,,,,,16090,3,5535,5535,1,21097.5,3,7233,7232.999512,2,,,,,,33.31999969,1,1,27,,
1066,1,36,21.07240105,,,,,2,3,1,2,2,3,5000,3,1530,1530,2,10000,2,3227,3201.62793,2,,,,,,,,,,,21097.5,2,7121,7041.15332,2,,,,,,24,0,0,21,,
1067,1,20,19.6209259,,,,,1,2,0,2,2,1,5000,4,1170,1176.547241,3,,,,,,,,,,,,,,,,21097.5,4,5700,5854.750977,2,,,,,,25,0,0,20,,
1068,1,31,23.97016907,,,,,2,3,1,2,2,1,5000,4,1740,1754.520264,3,10000,2,4200,4157.122559,4,,,,,,,,,,,21097.5,4,8040,8351.361328,3,,,,,,20,1,0,15,,
1069,1,24,22.90478325,,,,,2,5,1,2,1,1,5000,4,1680,1693.532227,1,,,,,,8045,3,2940,2940,4,,,,,,21097.5,1,8119,,2,,,,,,25,1,1,20,,
1070,1,45,25.21212006,,,,,1,2,0,2,3,1,,,,,,10000,4,3040,3113.900879,2,,,,,,,,,,,21097.5,3,7050,7050,1,,,,,,35,1,0,25,,
1071,1,69,23.06619835,1,1,,,4,9,0,2,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,3,7020,7020.000488,2,42195,2,14460,14385.72754,2,45,1,1,40,,
1072,1,40,22.35768318,1,1,1,1,1,2,1,2,1,2,,,,,,,,,,,8045,3,2680,2680,2,,,,,,21097.5,3,7097,7097,2,42195,3,15922,15922.00098,2,55,1,1,40,,
1073,1,29,23.46041107,,,,,3,6,1,1,3,1,5000,4,1440,1449.930664,1,10000,4,2967,3037.353271,1,,,,,,,,,,,,,,,,,,,,,35,1,0,30,,
1074,1,63,21.03681564,,,,,1,2,1,2,3,1,,,,,,10000,4,4140,4278.273926,2,,,,,,,,,,,21097.5,3,9000,9000,1,,,,,,12,0,0,35,,
1075,1,52,25.32242584,1,1,,,1,1,0,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,6969,7201.73291,2,42195,2,14275,14202.61133,2,43,0,0,30,,
1076,1,57,24.44100571,,,,,3,6,0,2,1,3,5000,3,1200,1200,1,10000,3,2700,2700,2,,,,,,,,,,,,,,,,,,,,,40,1,1,35,,
1077,1,36,20.91937065,1,1,1,1,4,9,0,2,3,1,5000,4,934,938.1676636,1,,,,,,,,,,,,,,,,21097.5,3,4325,4325,1,42195,3,9398,9398,1,90,1,1,80,155.0838165,152.9860077
1078,1,48,25.24778557,1,,1,,1,2,0,2,2,1,5000,2,1220,1187.280762,2,10000,4,2441,2488.420166,1,,,,,,,,,,,,,,,,42195,4,12059,12201.97852,1,55,1,1,50,,
1079,1,24,21.06158638,,,,,1,1,0,2,3,2,5000,3,1080,1080,2,,,,,,,,,,,,,,,,21097.5,4,5313,5447.203613,1,,,,,,46,1,1,35,,
1080,1,45,24.55106735,1,1,1,1,2,3,0,2,2,1,,,,,,10000,4,2497,2546.643066,2,,,,,,,,,,,21097.5,2,6296,6233.501465,2,42195,2,13392,13328.26953,2,42,0,0,35,,
1081,1,28,20.86985588,1,1,1,1,1,2,1,1,1,1,,,,,,10000,4,2989,3060.413086,3,,,,,,,,,,,21097.5,3,6848,6848,2,42195,3,14768,14767.99902,2,40,0,1,30,,
1082,1,28,21.33333397,,,,,2,3,0,2,1,1,,,,,,10000,3,2403,2403,2,,,,,,,,,,,21097.5,3,5258,5258,1,,,,,,85,0,1,65,,
1083,1,49,22.3776226,1,,1,,2,4,1,1,1,1,,,,,,10000,3,2588,2588,1,,,,,,16090,2,4498,4372.02002,1,,,,,,42195,2,12275,12221.43652,1,74,1,1,63,,
1084,1,16,19.13552856,,,,,2,5,0,2,1,1,5000,4,1110,1115.891235,3,10000,3,2365,2365,3,,,,,,,,,,,,,,,,,,,,,8,1,1,6,,
1085,1,40,20.03710556,1,1,1,1,1,2,0,1,1,1,,,,,,,,,,,8045,3,1759,1759,2,,,,,,21097.5,3,4985,4984.999512,1,42195,3,10600,10600,1,80,0,1,60,,
1086,1,31,19.29808044,,,,,1,1,1,2,3,1,5000,4,1135,1141.1604,1,10000,2,2382,2368.147217,1,,,,,,,,,,,21097.5,2,5064,5023.489258,1,,,,,,89,0,1,80,,
1087,1,56,23.52446938,1,1,1,1,2,4,0,1,3,1,,,,,,10000,2,2548,2532.155518,1,,,,,,,,,,,21097.5,2,5714,5662.474609,2,42195,3,12663,12663,1,65,1,1,50,205.0250549,205.6949768
1088,1,25,21.66193008,1,1,,,1,2,1,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,5831,5993.047363,2,42195,2,12247,12193.67969,2,50,0,0,40,219.5473022,
1089,1,42,23.37472534,,,,,2,4,0,2,3,1,5000,3,1370,1370,1,10000,2,3082,3058.848633,1,8045,3,2358,2358,1,,,,,,,,,,,,,,,,15,1,1,13,,
1090,1,28,23.87511635,,,,,2,4,1,2,3,3,,,,,,,,,,,8045,3,2820,2820,2,16090,2,5952,5733.388184,2,21097.5,4,8118,8435.550781,2,,,,,,22,1,1,15,,
1091,1,35,20.65626717,1,1,1,1,3,6,1,2,2,3,,,,,,10000,2,2834,2814.412598,2,,,,,,,,,,,21097.5,3,6462,6462,3,42195,3,14465,14465,3,40,0,0,25,,
1092,1,39,22.35768318,1,1,,,1,1,0,2,3,2,5000,1,1143,,2,,,,,,,,,,,,,,,,21097.5,4,5315,5449.306152,2,42195,2,11334,11288.31836,2,55,1,1,40,202.0149231,
1093,1,38,23.14814949,1,1,1,1,2,3,0,2,1,2,,,,,,10000,3,2474,2474,2,,,,,,,,,,,21097.5,2,5460,5412.935059,2,42195,3,11780,11780,1,50,1,1,38,,
1094,1,29,20.13986015,1,1,,,2,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,21097.5,2,6237,6175.661621,1,42195,3,13413,13413,2,45,1,1,40,,
1095,1,42,25.97402573,1,1,,,1,2,0,2,3,3,,,,,,,,,,,,,,,,,,,,,21097.5,3,6720,6720,2,42195,3,16500,16500,3,35,0,0,20,253.5770721,
1096,1,67,23.2189579,,,,,2,3,1,2,1,2,5000,4,1262,1269.62085,2,,,,,,,,,,,16090,4,4208,4362.964844,2,21097.5,2,5709,5657.564453,2,,,,,,70,1,1,55,,
1097,1,43,25.92195129,,,,,1,2,0,2,3,1,5000,4,1260,1267.59668,2,10000,2,2610,2593.377686,1,,,,,,,,,,,21097.5,2,6000,5943.213867,2,,,,,,40,1,1,28,,
1098,1,29,20.34231186,,,,,2,5,0,2,1,2,5000,4,881,884.7071533,4,10000,2,1975,1965.467285,2,,,,,,,,,,,,,,,,,,,,,77,1,1,50,,
1099,1,33,26.29836655,,,,,2,5,1,2,3,1,5000,4,1604,1616.331177,4,10000,2,4200,4157.122559,3,,,,,,,,,,,21097.5,2,6942,6866.095703,1,,,,,,50,1,1,35,,
1100,1,64,24.22145271,,,,,2,4,0,2,3,1,5000,4,1300,1308.088257,2,,,,,,,,,,,16090,4,4530,4710.095703,2,21097.5,2,6010,5953.024902,2,,,,,,48,0,1,40,,
1101,1,44,22.33406639,1,,,,3,6,0,2,2,2,,,,,,,,,,,8045,3,1784,1784,3,,,,,,,,,,,42195,2,10685,10644.39063,2,70,1,1,55,,
1102,1,37,22.56029701,1,,,,1,2,0,1,2,1,5000,4,1350,1358.724365,3,,,,,,,,,,,,,,,,,,,,,42195,3,13502,13502,2,45,1,1,30,,
1103,1,29,24.48979568,1,,,,4,9,0,2,2,1,,,,,,,,,,,8045,3,1800,1800.000122,3,,,,,,,,,,,42195,3,11011,11011,2,55,1,1,45,,
1104,1,44,24.20903206,1,1,1,1,3,7,0,1,2,1,,,,,,10000,3,2348,2348.000244,2,,,,,,,,,,,21097.5,4,5063,5184.726074,2,42195,4,10913,11029.96289,1,43,1,1,40,,
1105,1,33,21.51694489,1,1,1,1,1,2,1,1,3,2,5000,4,1188,1194.750854,2,,,,,,,,,,,,,,,,21097.5,3,5456,5456,1,42195,4,12510,12663.94141,2,55,1,1,45,200.3824921,199.9248352
1106,1,27,21.30681801,,,,,2,5,1,2,1,1,5000,4,1721,1735.203613,2,,,,,,,,,,,,,,,,21097.5,3,7308,7308,2,,,,,,11,0,0,13,,
1107,1,48,41.47512436,,,,,1,1,1,2,1,1,,,,,,,,,,,,,,,,16090,2,7953,7567.450684,1,21097.5,4,11014,11606.80078,1,,,,,,25,1,0,20,,
1108,1,27,19.44146538,1,1,1,1,1,1,0,2,1,2,,,,,,10000,4,1993,2024.499023,2,,,,,,,,,,,21097.5,2,4510,4477.839844,2,42195,3,9540,9540,2,90,1,1,80,,
1109,1,25,30.9844017,,,,,2,3,1,2,2,2,5000,3,2537,2537,3,,,,,,,,,,,,,,,,21097.5,2,10075,9915.907227,3,,,,,,20,0,0,13,,
1110,1,35,20.73756218,1,1,1,1,2,4,1,2,3,1,,,,,,10000,3,2781,2781,2,,,,,,,,,,,21097.5,3,5880,5880,1,42195,2,12496,12440.49414,1,55,1,0,40,215.9364014,218.3821564
1111,1,43,25.81369209,1,,,,2,3,0,2,1,1,,,,,,,,,,,,,,,,16090,4,4855,5062.456055,2,,,,,,42195,3,13989,13989,2,40,1,0,25,,
1112,1,45,33.36734009,,,,,2,3,1,2,2,2,5000,3,2146,2146,3,10000,3,4646,4646,3,,,,,,,,,,,,,,,,,,,,,10.5,0,0,8.899999619,,
1113,1,40,17.84652138,1,,,,1,1,0,2,3,1,,,,,,10000,2,2620,2603.250488,1,,,,,,,,,,,,,,,,42195,4,12518,12672.13965,1,60,1,1,45,210.8968811,
1114,1,38,25.24751663,1,,,,2,4,0,2,3,1,,,,,,10000,4,2430,2476.989746,1,,,,,,16090,1,4340,,3,,,,,,42195,3,12510,12510,1,55,1,1,45,201.9880219,
1115,1,28,22.68170738,1,1,1,1,2,3,1,2,3,1,5000,4,1176,1182.614746,2,,,,,,,,,,,,,,,,21097.5,3,5506,5506,2,42195,2,12510,12454.37012,2,65,1,1,60,196.5425568,198.3808441
1116,1,42,24.61538506,,,,,2,4,1,2,1,3,5000,4,1622,1634.610596,4,,,,,,,,,,,16090,3,5288,5288,2,21097.5,2,6860,6785.868652,2,,,,,,25,0,0,20,,
1117,1,60,28.05836296,,,,,2,4,0,2,2,2,5000,2,1930,1849.374512,2,10000,2,4150,4108.132324,2,,,,,,,,,,,21097.5,2,9000,8872.832031,4,,,,,,28,0,0,26,,
1118,1,29,23.84500694,,,,,2,5,1,2,2,1,5000,2,1565,1511.564453,1,,,,,,,,,,,,,,,,21097.5,4,7194,7442.271484,2,,,,,,33,1,1,30,,
1119,1,37,22.80591202,1,1,,,1,1,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,4,5100,5223.533691,2,42195,3,10920,10920,2,50,1,1,35,196.3566284,
1120,1,36,26.23456955,,,,,2,4,0,2,1,3,5000,4,1264,1271.645142,2,,,,,,,,,,,,,,,,21097.5,2,7078,6999.109375,2,,,,,,25,0,0,20,,
1121,1,36,21.51694489,1,,,,3,7,1,2,2,1,,,,,,10000,3,2340,2340,3,,,,,,,,,,,,,,,,42195,3,11400,11400,2,35,0,1,20,,
1122,1,37,27.20981216,1,1,,,2,3,0,1,3,2,,,,,,,,,,,,,,,,,,,,,21097.5,2,5845,5791.096191,2,42195,2,12424,12369.13086,2,50,0,0,50,209.0158386,
1123,1,44,22.57785988,1,1,,,2,5,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,2,5833,5779.316406,1,42195,2,12823,12764.55762,1,50,1,1,45,210.6589203,
1124,1,27,22.19460106,,,,,1,2,1,2,3,2,,,,,,10000,3,3150,3150,2,,,,,,,,,,,21097.5,4,6510,6712.640137,2,,,,,,20,1,1,18,,
1125,1,43,22.60793114,1,1,,,1,2,0,2,3,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,7270,7270,2,42195,2,16160,16067.29297,2,20,0,0,30,265.4190063,
1126,1,35,19.27918243,1,1,1,1,2,4,1,1,3,1,5000,3,1183,1183,2,,,,,,,,,,,,,,,,21097.5,3,5530,5530,2,42195,3,11940,11940,2,65,1,1,60,197.2681427,199.1537476
1127,1,29,22.70362473,,,,,2,4,1,2,3,1,5000,3,1403,1403,2,,,,,,,,,,,,,,,,21097.5,2,6752.5,6680.661621,2,,,,,,31,0,1,19,,
1128,1,40,23.67161942,,,,,2,5,0,1,2,1,5000,3,1256,1256,2,,,,,,,,,,,,,,,,21097.5,2,6090,6031.505371,2,,,,,,33,1,1,28,,
1129,1,27,20.3689785,,,,,2,3,1,2,3,1,5000,3,1380,1380,4,,,,,,,,,,,,,,,,21097.5,4,6960,7192.122559,3,,,,,,14,0,1,20,,
1130,1,34,24.56541252,,,,,3,8,0,2,1,1,5000,4,1290,1297.963867,2,,,,,,8045,3,2100,2100,1,,,,,,,,,,,,,,,,12,0,0,10,,
1131,1,35,26.50887489,,,,,2,3,0,2,1,1,5000,2,1439,1393.697754,2,,,,,,,,,,,,,,,,21097.5,4,7191,7439.061035,2,,,,,,10,0,0,19,,
1132,1,35,23.37423897,,,,,2,3,1,2,3,1,,,,,,10000,3,3660,3660,2,,,,,,,,,,,21097.5,3,7440,7440,3,,,,,,40,0,0,35,,
1133,1,22,21.87164688,1,1,1,1,1,2,1,2,1,1,,,,,,10000,2,2628,2611.148438,1,,,,,,,,,,,21097.5,2,5627,5577.024902,1,42195,4,12065,12208.12109,1,62,1,1,62,,
1134,1,29,21.38588142,,,,,1,2,1,2,1,2,5000,4,1660,1673.210815,2,10000,3,3580,3580,3,,,,,,,,,,,21097.5,3,7730,7730,2,,,,,,20,0,0,18,,
1135,1,24,25.24751663,,,,,2,5,1,2,1,1,5000,2,2115,2018.563232,4,,,,,,,,,,,,,,,,21097.5,3,8760,8760,2,,,,,,18,0,0,10,,
1136,1,53,24.85795403,,,,,3,7,0,3,2,1,,,,,,10000,4,2818,2881.38916,1,,,,,,16090,4,4880,5089.644043,2,21097.5,2,6568,6500.013672,2,,,,,,30,1,1,20,,
1137,1,38,22.72189331,,,,,3,7,1,1,2,1,5000,1,1405,,2,10000,2,2752,2733.526123,2,,,,,,16090,4,4808,5011.374512,2,,,,,,,,,,,18,1,1,15,,
1138,1,53,23.37171364,1,1,1,1,2,4,0,2,1,1,5000,3,1240,1240,1,,,,,,,,,,,,,,,,21097.5,3,5702,5702,1,42195,2,12430,12375.07715,1,75,1,1,55,,
1139,1,52,21.03681564,1,,,,1,2,1,2,2,2,5000,4,1370,1378.985596,2,,,,,,,,,,,,,,,,,,,,,42195,4,12578,12733.62988,2,57,1,1,50,,
1140,1,36,22.14966202,1,1,1,1,2,3,1,1,3,3,5000,4,1275,1282.779175,3,,,,,,,,,,,,,,,,21097.5,3,5940,5940,3,42195,4,14040,14234.19141,2,45,0,0,35,220.0445251,219.4480286
1141,1,44,23.49176788,1,,1,,2,4,0,2,3,2,,,,,,10000,4,2410,2456.211914,2,,,,,,16090,2,4120,4014.055176,2,,,,,,42195,2,11524,11476.77734,2,21,0,0,35,201.0584259,203.9089508
1142,1,40,22.86775398,1,1,,,2,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,21097.5,3,6962,6962,2,42195,2,16440,16344.0625,2,36,1,1,35,,
1143,1,30,21.37924576,1,,,,1,2,1,1,3,1,5000,2,1267,1231.747559,2,,,,,,,,,,,,,,,,,,,,,42195,2,12180,12127.26074,1,63,1,1,60,203.8285217,
1144,1,45,21.38588142,1,,,,3,6,0,1,2,1,5000,4,1025,1030.021484,2,,,,,,,,,,,,,,,,,,,,,42195,3,10875,10875,2,82,1,1,65,,
1145,1,34,22.51829529,1,1,1,1,3,6,0,2,2,1,5000,3,988,988.000061,2,,,,,,,,,,,,,,,,21097.5,3,4410,4410,2,42195,2,9533,9500.662109,2,85,1,1,65,,
1146,1,35,22.57785988,,,,,2,5,0,2,2,1,5000,2,1069,1043.795166,2,,,,,,,,,,,,,,,,21097.5,2,4908,4869.9375,1,,,,,,85,1,1,75,,
1147,1,29,21.38588142,1,1,,,2,3,0,1,1,3,,,,,,,,,,,,,,,,,,,,,21097.5,4,4390,4481.224609,1,42195,2,9877,9842.291016,2,90,1,1,65,,
1148,1,24,24.57002449,,,,,1,1,0,2,3,1,,,,,,10000,5,2795,,1,,,,,,16090,4,4419,4590.211426,1,21097.5,2,6696,6625.352539,1,,,,,,35,0,0,30,,
1149,1,55,23.52446938,,,,,2,4,0,2,2,1,5000,3,1332,1332,2,,,,,,,,,,,16090,3,4338,4338,2,21097.5,4,6036,6209.811523,2,,,,,,53,1,1,45,,
1150,1,33,22.26345062,,,,,2,4,0,1,3,1,5000,4,1472,1482.37854,2,,,,,,8045,3,2464,2464,3,,,,,,,,,,,,,,,,9,0,0,6,,
1151,1,29,23.47361565,,,,,2,5,0,2,1,3,5000,3,987,987,2,10000,3,2083,2083,2,8045,4,1646,1699.907104,2,,,,,,,,,,,,,,,,65,1,1,55,,
1152,1,39,21.37291145,1,,,,1,2,0,2,1,2,,,,,,10000,2,1981,1971.409424,2,,,,,,,,,,,,,,,,42195,3,9601,9601,2,130,1,1,90,,
1153,1,27,22.0385685,,,,,2,3,1,2,2,1,5000,3,1275,1275,3,,,,,,,,,,,,,,,,21097.5,3,6315,6315,3,,,,,,30,0,0,30,,
1154,1,43,31.31503868,,,,,2,5,0,2,1,3,,,,,,,,,,,,,,,,16090,3,7320,7320,4,21097.5,2,9120,8989.443359,2,,,,,,9,0,0,6,,
1155,1,46,20.41903305,1,,,,2,5,1,2,3,1,5000,4,1287,1294.926758,2,,,,,,,,,,,,,,,,,,,,,42195,4,12837,12999.14648,1,84,1,1,60,212.5592194,
1156,1,35,19.96772385,,,,,2,4,1,2,3,2,,,,,,10000,4,2744,2804.068359,2,,,,,,16090,4,4526,4705.771484,1,21097.5,2,6144,6084.46875,1,,,,,,57,1,1,53,,
